4.4522, 40 
4.7878, 40 
8.1438, 40 
8.4884, 40 
9.2095, 40 
9.5769, 40 
11.8671, 167 
12.0259, 167 
12.3252, 40 
12.4567, 40 
12.7424, 40 
13.0553, 40 
14.0621, 40 
14.3615, 40 
14.5202, 40 
14.6426, 40 
15.2413, 40 
15.3955, 40 
15.5179, 40 
15.6494, 40 
15.9397, 417 
16.2073, 417 
16.3569, 417 
16.4839, 167 
16.6290, 167 
17.0463, 40 
17.4726, 167 
17.9125, 40 
19.4907, 40 
20.1075, 297 
20.2526, 40 
20.6608, 40 
20.9420, 417 
21.2367, 417 
21.3773, 40 
21.8036, 40 
21.9669, 40 
22.2481, 40 
22.6653, 417 
23.0916, 417 
23.2413, 167 
23.6721, 167 
23.8036, 167 
24.0621, 167 
24.2073, 40 
24.9238, 40 
25.3773, 40 
25.5497, 40 
25.6857, 40 
25.9714, 297 
26.2662, 40 
27.1143, 40 
27.4227, 40 
27.8762, 40 
28.0168, 40 
28.4839, 40 
28.7107, 40 
28.8376, 40 
29.1506, 40 
29.3093, 297 
29.5678, 40 
29.8807, 40 
30.0395, 297 
30.3116, 297 
30.4431, 40 
30.7696, 40 
31.0735, 297 
31.2141, 167 
31.6540, 167 
31.9578, 297 
32.1075, 167 
32.1800, 167 
32.9102, 167 
33.0463, 167 
33.1914, 417 
33.4726, 40 
33.6177, 40 
33.8989, 40 
34.2390, 40 
34.5338, 417 
34.6880, 417 
34.8240, 40 
35.4454, 417 
35.7492, 40 
36.2526, 40 
36.3977, 40 
36.8104, 40 
36.9737, 297 
37.5633, 297 
37.7129, 40 
38.2798, 40 
38.5247, 40 
38.6336, 40 
39.2594, 40 
39.5859, 40 
40.8150, 40 
41.8989, 297 
42.2209, 297 
42.5338, 40 
42.7197, 297 
42.9147, 40 
43.2050, 40 
43.6540, 40 
43.7991, 40 
44.1574, 40 
44.8921, 417 
45.0825, 417 
45.3637, 40 
45.5315, 40 
45.8263, 297 
45.9850, 297 
46.1211, 297 
46.2798, 297 
46.5927, 40 
47.3184, 417 
47.4635, 167 
47.6268, 417 
47.8082, 167 
48.3887, 167 
48.5429, 167 
49.1642, 167 
49.6404, 417 
49.7673, 167 
49.9170, 417 
50.2299, 40 
50.7832, 40 
50.9420, 40 
51.0825, 40 
51.2413, 40 
51.4181, 40 
51.8263, 167 
52.1302, 167 
52.2798, 40 
52.7741, 40 
53.2458, 40 
53.5224, 40 
53.7175, 40 
54.1800, 40 
54.6608, 40 
54.8240, 40 
54.9556, 167 
55.2866, 167 
55.9034, 167 
56.4023, 167 
56.5383, 297 
57.2866, 167 
57.9125, 167 
58.2209, 167 
58.5247, 167 
58.8195, 167 
59.2685, 167 
59.6948, 167 
59.9986, 297 
60.8785, 167 
61.4726, 167 
62.0576, 167 
62.4794, 40 
62.6154, 40 
62.7696, 40 
62.9057, 40 
63.1914, 40 
63.4862, 297 
63.6268, 40 
63.7583, 40 
64.7469, 40 
65.0145, 40 
65.4136, 40 
65.7039, 40 
65.8626, 40 
65.9941, 40 
67.4680, 297 
67.6086, 167 
68.1392, 40 
68.3977, 167 
68.7968, 167 
68.9057, 167 
68.9420, 40 
69.5542, 40 
69.8082, 167 
69.9533, 167 
70.8240, 297 
71.1868, 297 
71.2866, 297 
71.7447, 297 
72.4522, 40 
72.8059, 417 
73.3093, 417 
73.4907, 417 
73.8082, 417 
73.9306, 167 
74.1755, 297 
74.4023, 40 
74.9918, 40 
75.2776, 40 
75.4363, 40 
75.5633, 40 
75.7084, 40 
76.4884, 40 
77.1052, 40 
78.0485, 40 
78.2163, 40 
78.3751, 40 
78.5066, 40 
78.6426, 40 
79.6857, 167 
79.8444, 40 
80.4431, 40 
81.3093, 40 
81.5678, 40 
81.9850, 40 
82.5383, 167 
82.6653, 167 
83.7628, 167 
85.1868, 167 
85.4726, 167 
85.7583, 167 
87.2231, 167 
89.5497, 297 
90.1166, 40 
90.4113, 40 
90.7016, 40 
91.1415, 40 
91.3229, 40 
91.6086, 40 
92.5791, 40 
93.4091, 40 
93.6404, 40 
93.8036, 40 
93.9170, 40 
94.0077, 40 
94.2980, 40 
94.4431, 40 
94.8422, 40 
95.2957, 40 
95.5361, 40 
